node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,158.629670,145.514315,227.619445,274.358408,333.691147,400.079847,475.857096,561.614873,640.653774,678.572982,62.097545,100.159886,179.606076,250.884731,310.375692,416.671754,444.682812,541.391501,596.554664,693.044032,0.000000,109.041004,192.223034,243.331527,330.646028,416.839434,479.117141,555.192655,626.678501,698.517037,83.438032,146.979216,216.733893,255.097017,357.653050,397.492315,500.628134,583.982714,650.120446,728.594666,182.500776,196.146076,254.483238,287.571496,358.482658,431.465726,502.946206,577.815659,680.378753,723.255872,235.361455,296.201773,296.140822,342.018210,412.179515,478.445395,534.060425,626.405376,669.298662,773.521450,331.454293,323.594023,378.120284,404.873266,472.175433,551.972264,578.021993,676.695746,707.255790,798.865073,380.798729,416.164855,439.617640,473.801325,546.187077,598.306150,621.643007,700.814551,773.675777,820.972666,484.350852,497.630966,488.094894,549.059888,582.203171,631.310290,695.832036,757.182718,818.724623,880.390375,529.327492,553.308996,578.730644,609.739690,677.535505,704.715901,756.664894,802.821145,862.870603,924.589939
21,199.296546,154.553931,183.071241,199.746856,253.727981,308.311786,382.285969,464.732583,539.497185,576.318354,118.076942,103.955882,90.221334,161.807379,212.445582,315.103418,339.633612,437.775857,492.364261,587.784205,109.041004,0.000000,83.469633,137.185119,223.125777,309.003984,370.631900,447.004704,518.370046,590.759236,104.258804,89.798303,116.056967,152.431460,249.651445,289.268365,391.806077,474.944567,541.079541,619.819235,172.065931,149.587602,176.494524,193.996710,254.320677,325.800828,397.298029,470.366822,572.179415,614.277771,220.599867,246.200992,221.430305,259.016930,314.111217,376.360388,430.036605,519.588513,562.686242,665.327948,317.357621,287.803817,312.131215,331.512600,387.387839,458.089079,479.933202,573.899097,603.026509,693.247445,356.158886,374.552698,380.692600,402.363035,465.661386,511.039401,526.610232,604.620796,672.162776,719.443682,467.870065,464.952077,437.425552,487.766139,507.159284,547.686003,608.225335,663.017404,723.270164,780.311798,511.875628,517.918419,527.448659,550.062388,605.160740,626.952470,670.303855,712.881190,771.002658,828.728633
22,252.785212,198.504570,179.687598,160.955711,202.601360,241.112823,311.523500,389.913790,460.663209,496.525514,191.045438,160.702048,67.113117,110.073080,141.864137,237.350350,258.387963,357.328413,411.313821,505.832595,192.223034,83.469633,0.000000,57.757700,140.238421,225.759205,287.163394,363.578984,434.915229,507.446206,176.733631,124.179904,71.422343,92.907873,170.857976,209.529706,310.082769,392.003888,458.225560,536.407403,214.222510,169.909239,155.784773,146.887008,183.757417,250.959284,321.759668,391.407314,491.641884,531.851383,252.166142,245.627974,197.513153,220.613069,251.739478,306.604063,356.764477,441.539627,484.834152,584.698992,339.998083,295.665125,289.430830,299.605843,339.940396,398.000115,414.268850,501.379618,528.462276,616.524554,368.200167,371.377410,361.179109,369.219484,420.825665,457.822791,464.175266,540.062460,600.819962,647.896998,481.215836,465.452006,423.265046,461.967286,467.174419,497.879244,553.299638,600.347623,658.770238,710.277735,523.065718,514.462122,509.884936,524.215813,566.025983,582.103066,616.069618,654.483593,710.159578,763.276252
23,277.556360,220.419772,171.988002,128.589132,157.413717,185.582710,254.444161,332.165559,403.416652,439.668712,232.304036,193.935542,80.037195,74.932578,86.356711,179.713441,202.449245,300.788519,355.222999,450.641123,243.331527,137.185119,57.757700,0.000000,87.884650,174.080869,237.502512,312.641301,384.235046,455.366977,234.265417,179.925358,106.874815,108.074909,142.192773,176.421105,269.308499,346.322955,412.588433,487.384388,268.800310,220.299151,189.984996,163.533126,169.376286,225.908758,293.519682,356.000643,452.200397,487.440580,303.262932,284.394063,226.125303,237.407043,243.859614,287.337142,331.340846,407.301063,450.568755,544.611692,386.372884,336.724647,313.914662,317.338819,343.741753,388.035296,397.754678,475.067830,499.033286,583.282819,409.606230,405.124262,385.493553,383.863001,424.916514,453.674122,450.542184,523.154959,575.262276,621.777600,521.705053,499.616615,449.621174,479.996550,474.457285,496.283097,546.227694,584.951161,640.937359,685.719603,562.096382,545.825404,532.741551,541.297533,572.632418,583.817304,609.031166,643.075026,695.884656,743.783863
24,358.059774,300.577185,232.672096,165.601465,161.658796,146.013503,197.745320,263.010820,325.000322,359.174099,319.692317,279.605858,164.420303,125.521799,77.372534,109.859708,120.215685,219.675568,272.484216,365.907599,330.646028,223.125777,140.238421,87.884650,0.000000,86.259261,149.708929,224.798400,296.382484,367.876176,314.781383,250.258560,159.367791,137.780651,90.671922,109.976871,187.213704,259.740782,325.835428,399.544201,333.131517,277.732440,224.887187,178.397568,135.793692,166.656009,225.529128,277.826751,369.344193,401.130984,358.617021,318.139379,248.610216,240.941138,209.122522,232.070857,265.618435,329.611280,372.377535,460.855417,429.712723,371.843272,322.919917,315.598032,319.154356,341.334484,341.709535,405.134630,425.341281,505.095235,442.888499,425.055074,390.620600,373.838645,397.267279,413.140983,396.971713,463.917177,505.060105,550.574489,550.738695,517.668517,455.793684,471.917953,450.036954,458.303415,499.575004,526.759730,579.114421,615.774242,587.703197,558.051153,531.064647,530.231371,544.968614,548.820101,561.442251,589.283987,637.926493,679.176127
25,438.401386,381.195773,303.131072,227.869761,202.608023,148.815516,165.569189,205.329255,251.273951,281.985613,405.243964,363.962710,248.929794,200.053873,137.541746,80.485252,54.301630,144.831059,193.350570,282.998528,416.839434,309.003984,225.759205,174.080869,86.259261,0.000000,64.693881,138.560485,210.155539,281.766751,398.035784,329.340541,234.609158,205.315980,110.833846,96.347332,118.616364,177.549543,242.773117,313.719596,407.211870,349.144010,285.487345,230.930392,157.032859,145.940511,181.081207,212.054607,293.214866,318.629929,426.484661,372.431041,298.951688,277.308680,212.638049,206.349948,221.202182,262.927556,303.880399,382.451314,487.445713,425.037647,357.518951,341.234097,322.215473,317.776834,306.238811,348.247619,362.615433,434.772804,492.554808,464.359450,418.410042,388.318187,392.622490,393.460870,362.215843,419.871590,445.837913,489.397485,594.576831,552.803659,482.086004,484.313610,446.675701,439.883184,469.963695,482.634767,529.596329,555.532274,627.973535,587.124210,547.914498,538.005734,535.356862,531.197467,529.328688,549.369731,592.315351,625.024016
26,502.935523,445.785571,365.921858,289.266927,258.097778,192.363374,184.274138,194.529948,216.409993,240.690083,469.344955,428.499608,313.386178,264.224127,200.530229,121.051471,76.253652,117.064048,152.540565,231.554779,479.117141,370.631900,287.163394,237.502512,149.708929,64.693881,0.000000,77.030659,147.842731,221.478188,456.018601,384.013779,288.071124,255.142855,147.874457,117.257198,74.074798,113.531389,178.226849,249.894351,457.053997,397.674050,327.955571,270.597411,185.044582,146.079271,153.664320,161.271841,232.081102,254.157431,471.264854,408.187347,334.123707,304.046278,221.398075,192.796411,189.773749,209.504967,248.141694,319.549672,523.732120,458.916230,379.729445,357.629310,322.917167,298.103020,277.450709,300.741024,310.342987,376.424752,522.701490,487.298763,433.928455,394.930459,384.772350,374.052152,331.944277,380.911580,395.088267,436.848210,618.997462,571.181457,495.062289,486.905501,438.291993,420.210365,441.100745,442.580425,484.998002,503.151640,649.310734,600.474937,552.673477,536.130744,520.465530,510.342821,497.609482,511.590519,549.947491,576.382240
27,572.031046,515.417214,429.942290,351.360828,312.042154,236.061752,202.668679,176.842851,165.003758,179.750554,543.427777,501.307927,386.678269,332.793550,267.172690,171.092805,126.525994,94.913190,100.277172,159.829330,555.192655,447.004704,363.578984,312.641301,224.798400,138.560485,77.030659,0.000000,71.598591,144.448507,533.049136,460.771776,364.756792,331.202931,221.943187,187.582499,104.076754,66.700252,116.849251,176.053735,532.496333,472.822150,401.130460,343.156467,254.415398,202.242752,183.249298,152.159936,186.863020,191.063589,544.701760,477.453051,403.801029,369.445799,277.709427,232.398779,209.153050,188.075781,217.970513,264.341840,592.543172,526.705870,440.840718,414.950035,368.277049,323.618499,292.791135,285.303674,284.893468,334.544846,587.678984,547.552335,489.206725,443.538355,419.916161,396.741252,342.444887,376.782474,369.853834,406.977246,679.282843,627.139520,547.408167,530.130384,471.512789,441.190213,449.836903,434.941023,468.947068,472.419601,707.031978,651.996454,596.998914,574.254484,544.865719,527.843756,501.127118,505.990088,536.465473,551.745344
28,642.077589,585.726292,498.180450,419.145908,376.541397,297.264326,251.928224,202.484985,154.874668,152.402028,614.942719,572.589831,458.108903,403.079303,337.124364,237.141922,194.653998,134.280672,105.590189,112.155123,626.678501,518.370046,434.915229,384.235046,296.382484,210.155539,147.842731,71.598591,0.000000,75.619876,603.290313,529.903111,433.847516,399.311581,288.532870,251.902115,155.091506,73.485211,71.974145,105.624323,599.234031,539.271339,465.461150,407.192287,316.598762,256.557308,220.770225,163.283106,152.725304,133.373819,608.792932,537.258386,464.519547,426.512337,329.076469,273.134396,236.127765,180.719544,197.603265,212.513527,651.297738,584.722987,493.160289,464.198342,408.103742,348.084505,310.003797,274.512333,264.099909,294.394147,642.513553,598.042244,535.625339,484.610851,449.607289,416.062066,352.869672,372.318786,345.289190,376.669469,728.934974,672.906984,590.474800,565.038444,498.368567,457.741808,455.022745,425.278451,450.429791,439.736525,754.001565,693.344200,632.107051,603.914735,562.401580,539.360958,500.283069,496.534616,519.008159,523.492565
29,706.341250,650.785556,559.269626,479.977510,432.895395,350.907568,294.525780,226.422563,150.673727,128.396510,684.286228,640.717834,527.180006,468.776095,402.528144,298.113515,259.316312,179.906390,132.023628,70.876603,698.517037,590.759236,507.446206,455.366977,367.876176,281.766751,221.478188,144.448507,75.619876,0.000000,677.494093,604.841057,508.783103,474.586717,364.041072,327.521963,229.593800,143.168172,107.374878,62.458687,674.799102,614.855778,541.050332,482.775262,392.065901,330.709253,289.810905,222.525045,176.313392,124.882961,684.340523,612.075983,539.611233,500.756972,401.887794,342.423003,299.820660,225.944121,229.676180,202.627733,725.730073,658.999281,565.611919,535.494474,475.300895,407.361193,365.545040,309.697584,290.255443,295.877962,715.622486,669.439731,605.331752,551.869001,510.596405,470.668888,402.419350,409.160101,363.234876,386.857903,799.659113,741.819550,658.245075,628.258355,557.005515,509.691047,498.142104,455.862977,471.543301,445.138682,823.337581,759.774388,695.062849,663.530322,613.763805,586.321329,537.412000,525.756078,539.777561,532.293220
30,238.197555,214.348449,275.207001,302.653532,357.741827,411.778364,485.002765,565.792312,637.364101,672.988807,139.434314,161.843335,194.250305,266.059946,314.610234,413.978549,434.363588,533.618774,587.134355,680.446954,83.438032,104.258804,176.733631,234.265417,314.781383,398.035784,456.018601,533.049136,603.290313,677.494093,0.000000,81.305618,172.171803,209.956157,320.468794,360.293319,465.612174,553.011805,617.987967,701.154489,99.267308,117.455183,186.011518,229.099212,310.936029,385.229115,455.430506,534.535867,639.369250,688.294176,152.366242,214.938329,223.735677,272.874513,354.141768,424.556569,482.692279,580.583731,622.521325,731.892304,249.415561,240.269325,299.952387,329.180548,401.569918,487.358550,517.476602,621.754381,654.658263,748.677860,297.736055,332.927672,358.768936,396.486297,472.316605,528.028237,557.455600,637.203086,716.107288,763.182506,402.720966,414.286567,405.517912,468.150165,505.497610,558.515440,625.132891,691.283135,753.739642,820.328615,447.680681,469.911336,496.001417,528.260842,599.321498,628.550086,684.847187,733.242872,794.535311,859.585877
31,279.142758,240.606869,271.057767,276.479686,324.226487,365.053175,434.243206,509.777296,575.258425,609.080338,185.859812,187.561054,167.345116,230.351210,265.691517,355.781299,370.347927,469.704592,521.570381,612.240911,146.979216,89.798303,124.179904,179.925358,250.258560,329.340541,384.013779,460.771776,529.903111,604.841057,81.305618,0.000000,96.061492,131.847983,243.519529,282.836654,388.130125,476.587031,540.836640,625.523835,90.488349,60.016332,107.854438,147.819603,230.609105,304.842361,374.628935,454.356425,559.493185,609.971613,133.548748,159.287242,149.204019,195.497511,272.991912,343.251784,401.452136,499.859030,541.617486,651.750272,228.518406,198.377632,233.673903,258.516175,325.471523,407.991299,436.918417,540.509245,573.352646,667.418386,266.361327,286.570527,298.748398,328.137024,399.231664,451.781960,478.002813,557.611659,635.146015,682.270147,378.194617,375.824208,352.359229,407.544245,435.965077,484.353111,549.246287,612.633302,674.736264,739.849943,422.120069,429.308552,442.979687,469.238879,532.102231,558.146058,609.855538,656.621965,717.178280,780.640087
32,310.364307,259.713672,250.967119,228.779241,263.924140,288.223293,351.884928,422.079385,483.027806,515.752808,234.133874,214.942574,137.949194,175.800984,190.920243,268.153515,278.050592,376.841171,427.634390,517.050314,216.733893,116.056967,71.422343,106.874815,159.367791,234.609158,288.071124,364.756792,433.847516,508.783103,172.171803,96.061492,0.000000,38.651164,148.378106,188.133094,293.475652,381.261266,445.965983,529.901102,173.900410,118.775096,85.322282,80.070930,142.010602,215.684925,286.911614,363.914010,468.121286,516.131201,200.836933,178.126207,126.125899,151.249212,198.106956,261.944617,317.345081,411.269110,453.823993,560.945163,279.969633,230.009208,218.029613,229.215883,275.190047,342.183466,364.051187,460.102800,490.531190,582.483274,302.900697,301.575734,289.759012,299.367852,355.105794,396.831388,410.567781,488.582115,557.573010,604.879375,415.271891,395.941701,351.925147,391.070253,399.622109,434.890483,493.613301,546.992589,607.216921,665.108603,456.132977,444.063210,438.471709,453.409710,498.389613,516.761014,555.985645,597.457902,655.181053,712.698466
33,342.323493,289.727462,269.424525,236.252846,263.417900,276.407838,334.862285,399.916899,456.001088,487.301589,270.179831,247.789920,159.139062,182.424054,183.672007,247.602972,252.127704,349.471582,398.599863,485.738446,255.097017,152.431460,92.907873,108.074909,137.780651,205.315980,255.142855,331.202931,399.311581,474.586717,209.956157,131.847983,38.651164,0.000000,111.740628,150.994979,256.317962,344.772450,409.003763,493.822224,202.339855,143.834262,88.046820,56.230656,103.438115,177.033763,248.275708,325.374032,429.740945,478.513062,222.216769,182.849340,119.008437,130.821321,162.496238,224.153623,278.987563,372.624479,415.172878,522.494150,292.324282,236.413032,205.855723,210.788624,247.036650,307.962510,327.786167,422.105386,452.189048,543.921718,308.583055,298.620803,277.501190,278.978275,327.969146,365.595769,375.526850,452.879396,519.944856,567.242441,418.916917,392.958453,341.547964,373.734409,374.757853,405.169364,461.609742,511.999891,571.636595,627.898135,457.960274,438.206722,425.095481,435.524676,473.576559,489.197837,524.262371,564.074387,620.903947,676.870267
34,418.067167,361.457156,310.235610,251.073713,252.246923,230.188102,268.276772,316.033248,358.747516,386.539138,361.882666,329.890694,220.607626,204.421302,167.157222,177.360066,164.429206,253.346860,297.560183,379.372169,357.653050,249.651445,170.857976,142.192773,90.671922,110.833846,147.874457,221.943187,288.532870,364.041072,320.468794,243.519529,148.378106,111.740628,0.000000,40.050548,145.155285,233.069426,297.589653,382.083584,310.819834,250.988016,180.094701,123.050096,48.707972,83.754248,152.132853,220.871723,322.726381,368.088934,323.406169,262.903806,189.004902,166.849632,118.664753,146.645786,189.249591,270.712316,313.990711,415.868442,378.341130,314.976721,247.822807,234.337538,229.361693,252.716086,257.402826,333.360829,358.650007,445.720430,381.844668,354.085985,311.126796,287.579332,306.771942,323.243283,311.468234,382.049571,433.449831,480.143477,483.904462,443.597095,375.674205,385.346739,359.751878,368.094386,411.449726,444.288103,499.314848,543.760293,517.785183,479.925867,446.434977,442.359065,454.336089,458.382629,473.764040,504.343132,555.453380,601.749293
35,453.797006,396.790187,339.623803,275.420823,268.705825,234.376845,261.379117,298.669291,332.704431,357.939537,400.518666,367.257164,256.058585,232.523596,186.859060,173.056045,150.168803,229.613327,269.587844,346.721054,397.492315,289.268365,209.529706,176.421105,109.976871,96.347332,117.257198,187.582499,251.902115,327.521963,360.293319,282.836654,188.133094,150.994979,40.050548,0.000000,105.365965,193.990685,258.010716,343.306645,347.669387,287.606736,213.834764,155.694230,67.792792,57.371501,117.761145,181.895611,282.930083,328.112017,357.372035,291.107084,217.106799,187.421172,116.407872,122.836349,156.900590,232.332426,275.670705,376.080901,406.600145,341.661483,265.052610,246.251800,226.730812,233.691007,231.799073,299.188288,322.614136,407.920102,405.777975,372.569153,323.378018,291.971348,299.518017,307.347597,287.218879,354.099671,399.427253,445.708783,503.841982,459.008060,386.520178,388.111648,353.403618,353.255155,390.937774,416.883379,469.855755,510.064568,535.593598,491.773667,451.570640,442.389585,444.719531,444.453025,452.399566,479.345278,528.082555,570.837348
36,544.871453,487.389584,417.381407,344.505145,321.193075,262.297421,258.346344,262.423036,267.644338,283.823572,499.668340,463.191477,348.984941,311.438526,253.114264,190.841246,148.414671,180.709322,202.216943,260.326371,500.628134,391.806077,310.082769,269.308499,187.213704,118.616364,74.074798,104.076754,155.091506,229.593800,465.612174,388.130125,293.475652,256.317962,145.155285,105.365965,0.000000,89.960673,152.729464,239.276503,450.612076,390.498282,314.068029,255.932754,164.416298,101.507623,83.050826,93.498844,182.898438,223.125592,456.466951,382.486132,310.215369,271.421692,175.249447,129.096710,116.473024,144.731065,186.491867,275.401105,496.257266,429.640530,339.239897,311.927911,264.489052,227.559667,204.071529,230.398858,244.013502,318.635033,487.830451,445.178259,385.518369,339.514667,319.245088,302.914952,258.130768,307.327792,327.317060,370.783175,576.673842,523.424250,443.356858,427.030380,371.869689,348.708526,367.302387,369.311815,413.353634,436.917095,603.610642,547.920150,493.728989,472.783956,450.346060,438.129531,423.552159,437.918625,477.471683,507.093351
37,615.848951,558.567991,479.384960,402.373503,368.312702,296.364748,268.512964,241.785572,216.292886,221.256333,578.586145,539.335909,424.160187,377.558349,314.058881,227.862705,181.817967,161.101974,156.234809,185.392268,583.982714,474.944567,392.003888,346.322955,259.740782,177.549543,113.531389,66.700252,73.485211,143.168172,553.011805,476.587031,381.261266,344.772450,233.069426,193.990685,89.960673,0.000000,66.310192,149.452595,540.491863,480.371451,404.011900,345.891740,254.366586,188.939198,147.645243,93.472340,122.692864,141.426567,546.241811,470.797553,399.220022,358.647879,258.835466,200.169830,163.020192,122.641032,151.270437,206.544388,583.658348,516.768006,422.450374,392.455841,334.725997,275.913991,239.709507,219.937130,218.246269,270.114653,572.560502,526.400352,462.993090,411.266866,376.695486,345.530684,285.540946,313.558456,303.157326,340.450653,656.866836,600.008874,517.251445,491.659694,426.033745,388.290787,390.711312,370.398659,402.771366,406.035703,681.270135,619.934056,558.739267,531.178355,492.828636,472.165486,439.578085,441.661212,470.518466,485.052172
38,681.150807,623.967993,542.941149,465.192607,428.224201,352.910842,315.926683,273.322552,225.369439,217.989851,644.868928,605.438808,490.244804,442.397101,378.176109,287.147512,241.749245,200.525201,177.378443,168.895925,650.120446,541.079541,458.225560,412.588433,325.835428,242.773117,178.226849,116.849251,71.974145,107.374878,617.987967,540.836640,445.965983,409.003763,297.589653,258.010716,152.729464,66.310192,0.000000,90.532672,602.284151,542.246625,464.649731,406.941375,315.538839,246.395313,193.621003,118.329563,80.814822,75.987393,605.542809,526.714591,456.757244,413.527360,311.041460,245.283204,197.024507,118.872700,128.150804,147.666813,637.645707,570.580380,471.951131,439.514161,373.850846,301.088180,258.446908,207.062892,193.443604,223.740652,622.851280,572.893025,506.253454,450.053950,404.660445,363.342820,295.226018,306.140768,273.580217,304.716449,701.462636,641.192982,556.556581,523.117444,450.214438,402.358617,392.669546,356.625045,379.356351,367.985787,723.049397,656.566387,589.664808,556.878559,506.519365,479.829657,434.593237,427.587970,447.981842,451.525285
39,747.638062,691.209932,603.692367,524.592642,480.952440,400.549983,349.428541,286.350475,213.109210,189.875249,718.963547,677.261919,562.475484,508.552069,442.673293,342.408204,300.269868,232.270043,189.605294,131.469439,728.594666,619.819235,536.407403,487.384388,399.544201,313.719596,249.894351,176.053735,105.624323,62.458687,701.154489,625.523835,529.901102,493.822224,382.083584,343.306645,239.276503,149.452595,90.532672,0.000000,689.887933,629.772658,553.053281,495.050378,403.502649,335.936728,284.081516,206.806025,134.346948,69.635034,694.725453,616.924299,546.537457,503.852244,401.545545,335.522978,285.524141,196.104274,189.190401,142.254449,728.128453,661.065474,562.365516,529.649209,462.256349,384.537723,339.500365,267.852209,243.129283,237.195041,713.283787,662.790662,595.472003,538.033323,488.235237,441.635592,369.670096,366.183959,310.070824,330.119704,790.790953,729.535879,644.399736,607.657686,531.298898,477.511752,458.515110,408.195773,418.645966,386.351154,811.480983,743.082740,673.628584,638.066845,580.005785,548.904086,493.048863,476.609724,486.215278,474.129044
40,336.649032,308.617793,354.983367,366.186998,414.684087,454.355399,522.201750,595.292034,656.774811,689.020699,238.009938,254.966897,256.310668,320.783810,355.019220,441.142487,451.890605,550.455434,600.556227,688.024845,182.500776,172.065931,214.222510,268.800310,333.131517,407.211870,457.053997,532.496333,599.234031,674.799102,99.267308,90.488349,173.900410,202.339855,310.819834,347.669387,450.612076,540.491863,602.284151,689.887933,0.000000,60.122779,138.944506,195.527226,286.747795,357.976168,423.053254,505.708521,611.223859,667.419483,53.255545,127.203262,161.175435,213.113124,309.830673,383.639956,443.569560,546.947156,586.614902,701.292279,151.266317,143.028682,217.973844,252.078358,332.653339,426.913776,463.038397,573.909099,609.733863,705.874398,198.480087,235.752877,268.728290,314.130108,395.625681,457.018845,496.283369,575.726927,662.927724,709.131264,304.632646,315.140349,310.402111,376.990518,422.886352,482.619035,552.155866,625.519255,688.820122,762.340647,349.504130,370.879959,400.158389,435.482581,513.016462,545.913319,609.428352,661.163566,724.010878,793.820014
41,337.188258,300.287745,329.192581,328.682692,372.505440,405.111389,470.367397,540.679337,599.580097,631.127875,241.795645,246.989912,222.086091,279.662793,306.451405,386.876162,395.150256,493.095204,542.432461,628.918953,196.146076,149.587602,169.909239,220.299151,277.732440,349.144010,397.674050,472.822150,539.271339,614.855778,117.455183,60.016332,118.775096,143.834262,250.988016,287.606736,390.498282,480.371451,542.246625,629.772658,60.122779,0.000000,80.355044,135.726675,226.734018,298.368026,364.266755,446.620844,552.213501,607.712526,82.969630,101.267385,109.557241,160.883145,252.938504,326.327518,386.086568,488.663293,528.824019,642.742654,171.752717,138.361595,182.643715,211.891997,286.581593,376.546809,410.210781,519.091685,554.127513,649.856391,206.874632,227.084657,243.675907,279.060735,355.374064,412.705242,446.488105,526.268826,610.108601,656.715435,319.211695,315.827941,294.624863,353.066190,388.045495,441.861241,509.347534,578.362496,641.299823,711.595946,362.850824,369.447201,385.411483,414.066980,482.155110,511.096562,568.448150,617.877450,679.781614,746.877145
42,375.652094,330.102702,333.873705,314.043459,347.363623,364.376705,422.473627,485.175129,536.604919,565.861816,288.271913,280.448854,220.719382,260.886459,270.445882,334.317412,335.324265,430.289957,476.822284,559.369191,254.483238,176.494524,155.784773,189.984996,224.887187,285.487345,327.955571,401.130460,465.461150,541.050332,186.011518,107.854438,85.322282,88.046820,180.094701,213.834764,314.068029,404.011900,464.649731,553.053281,138.944506,80.355044,0.000000,58.286553,149.653308,219.334470,284.171517,366.765101,472.292022,528.778878,143.573453,95.158042,44.996650,87.643380,172.846650,246.036877,305.752945,408.371494,448.469816,562.548731,204.852539,148.510451,137.007715,155.113521,217.701767,301.364790,332.539817,439.768252,474.353689,569.865783,220.962426,216.266640,207.629024,225.910858,292.568812,343.944660,371.467421,451.236566,532.023503,578.871239,332.162679,310.666657,268.214437,312.452041,331.618499,377.015701,441.429734,505.387540,567.754775,634.997275,372.157417,358.824431,356.161808,374.900589,429.124081,452.692482,502.182249,548.771506,609.421240,673.618036
43,390.295726,339.757791,325.157923,292.037672,316.738512,322.661963,375.458844,433.443321,481.214328,509.542308,311.533983,294.740016,213.860297,238.245668,234.533783,285.527485,282.326078,375.277878,420.535558,501.749018,287.571496,193.996710,146.887008,163.533126,178.397568,230.930392,270.597411,343.156467,407.192287,482.775262,229.099212,147.819603,80.070930,56.230656,123.050096,155.694230,255.932754,345.891740,406.941375,495.050378,195.527226,135.726675,58.286553,0.000000,91.548354,162.686736,229.694568,311.419897,417.039624,471.985946,201.694309,141.956475,70.273389,74.610317,125.417616,195.605264,254.298229,354.724901,395.729879,508.156400,256.547417,195.206947,150.914950,154.558159,195.122471,265.119700,290.603038,392.699574,425.630793,520.026871,265.054172,247.894697,222.151818,222.984675,275.192611,317.233052,334.411773,413.343794,487.749296,534.947289,372.348783,341.557252,286.630184,317.504194,320.483877,354.872994,414.284437,470.416028,531.495948,593.332455,409.660614,384.982391,369.219517,379.316468,419.331515,436.821083,476.477344,518.979450,577.530845,637.287079
44,436.315779,381.191022,341.222964,288.601528,295.681004,278.260429,316.826116,362.217756,400.097747,425.714101,370.943688,344.278464,242.313396,238.764026,209.772223,225.995921,211.205586,296.181810,337.280311,413.972311,358.482658,254.320677,183.757417,169.376286,135.793692,157.032859,185.044582,254.415398,316.598762,392.065901,310.936029,230.609105,142.010602,103.438115,48.707972,67.792792,164.416298,254.366586,315.538839,403.502649,286.747795,226.734018,149.653308,91.548354,0.000000,74.293106,145.013664,223.747343,328.965367,381.537253,292.390249,223.421219,149.513098,120.788275,75.790162,122.966455,175.814387,269.819178,312.102736,421.141331,338.861817,273.871656,200.486765,185.747572,183.626951,218.678236,230.925400,319.612210,348.968922,440.484786,338.404067,307.427927,262.656272,239.282532,262.732546,285.175604,282.196370,356.788611,418.238806,465.466560,438.041735,395.916701,327.080227,337.200281,314.910631,328.741380,376.894584,417.686490,475.353490,527.104900,470.978568,431.495551,397.881523,394.783779,410.905325,417.801068,439.677739,474.196239,528.130348,579.610334
45,500.892032,444.568561,393.375923,331.504253,326.073159,289.829930,311.032111,338.588659,360.339524,380.656980,440.947200,411.326738,303.859694,286.900077,243.853822,225.659648,196.931524,263.129988,295.229079,360.941409,431.465726,325.800828,250.959284,225.908758,166.656009,145.940511,146.079271,202.242752,256.557308,330.709253,385.229115,304.842361,215.684925,177.033763,83.754248,57.371501,101.507623,188.939198,246.395313,335.936728,357.976168,298.368026,219.334470,162.686736,74.293106,0.000000,71.528062,149.575970,254.985053,309.463354,359.178405,281.858370,210.634527,170.050958,76.015236,65.519029,106.076623,195.651823,238.139696,346.938205,395.030031,328.295832,238.629582,213.300363,178.568457,176.448630,175.276380,250.650134,277.678533,367.544208,386.460760,345.346398,288.736021,249.047687,246.717032,250.572897,230.334236,298.906074,350.471443,397.367126,477.119483,426.449417,349.156676,342.296246,300.774871,296.670984,333.573785,361.410597,415.762934,460.525089,505.575764,454.516648,407.457385,393.806873,389.910371,387.986003,395.098617,422.831779,472.641499,518.005061
46,570.170749,513.463226,457.068127,390.860449,377.956175,329.881279,336.040528,345.316943,348.212978,361.319454,512.158854,481.709904,372.591282,349.821720,300.465710,260.295966,222.484292,263.760134,283.150957,331.630770,502.946206,397.298029,321.759668,293.519682,225.529128,181.081207,153.664320,183.249298,220.770225,289.810905,455.430506,374.628935,286.911614,248.275708,152.132853,117.761145,83.050826,147.645243,193.621003,284.081516,423.053254,364.266755,284.171517,229.694568,145.013664,71.528062,0.000000,83.238596,188.282512,248.359825,419.587937,336.068545,269.089759,222.648116,118.927534,52.615947,40.676767,125.257630,167.148606,278.534182,445.000781,377.973455,278.339218,246.407999,187.579064,144.784110,125.681326,181.568825,206.733785,296.016207,429.230826,380.186442,315.547479,263.955732,236.940591,220.510298,181.413351,240.452462,281.793887,328.258405,509.927416,452.379659,369.705227,347.366530,289.157035,266.582654,289.867110,303.445876,353.900508,392.367248,533.707804,472.810265,414.371525,391.065954,367.526707,356.703148,348.471818,368.864710,414.120517,453.680150
