source_id,target_id,distance
4,91,701.432291
4,92,683.407860
4,93,687.020176
4,94,706.222243
4,95,710.469891
4,96,721.013199
4,97,746.134394
4,98,791.981636
4,99,827.279128
5,6,76.059134
5,7,164.187741
5,8,251.158886
5,9,291.658581
5,10,367.178201
5,11,318.678626
5,12,221.720644
5,13,149.291154
5,14,99.371802
5,15,71.551060
5,16,116.464579
5,17,171.283967
5,18,224.068576
5,19,320.904380
5,20,400.079847
5,21,308.311786
5,22,241.112823
5,23,185.582710
5,24,146.013503
5,25,148.815516
5,26,192.363374
5,27,236.061752
5,28,297.264326
5,29,350.907568
5,30,411.778364
5,31,365.053175
5,32,288.223293
5,33,276.407838
5,34,230.188102
5,35,234.376845
5,36,262.297421
5,37,296.364748
5,38,352.910842
5,39,400.549983
5,40,454.355399
5,41,405.111389
5,42,364.376705
5,43,322.661963
5,44,278.260429
5,45,289.829930
5,46,329.881279
5,47,353.321674
5,48,418.957797
5,49,426.518224
5,50,488.018467
5,51,459.242275
5,52,392.345555
5,53,386.947778
5,54,347.161746
5,55,353.077735
5,56,369.893087
5,57,401.851815
5,58,439.915701
5,59,500.289208
5,60,567.260408
5,61,512.820312
5,62,468.895361
5,63,461.187113
5,64,458.508299
5,65,464.955714
5,66,455.011539
5,67,492.302943
5,68,502.699821
5,69,565.789414
5,70,584.901990
5,71,570.299869
5,72,536.546526
5,73,517.541742
5,74,533.539561
5,75,540.048627
5,76,511.010667
5,77,567.871934
5,78,587.429179
5,79,629.130376
5,80,694.419918
5,81,663.327552
5,82,601.695522
5,83,615.442184
5,84,587.249849
5,85,586.306713
5,86,618.559144
5,87,630.430387
5,88,675.647079
5,89,695.426891
5,90,732.292147
5,91,704.062452
5,92,675.821511
5,93,672.496079
5,94,679.090500
5,95,677.668457
5,96,678.118740
5,97,697.764365
5,98,739.442201
5,99,768.515016
6,7,89.136670
6,8,179.212693
6,9,220.201864
6,10,443.177529
6,11,394.588720
6,12,297.010633
6,13,224.973328
6,14,170.454785
6,15,91.097560
6,16,114.801757
6,17,117.886413
6,18,162.993544
6,19,255.346257
6,20,475.857096
6,21,382.285969
6,22,311.523500
6,23,254.444161
6,24,197.745320
6,25,165.569189
6,26,184.274138
6,27,202.668679
6,28,251.928224
6,29,294.525780
6,30,485.002765
6,31,434.243206
6,32,351.884928
6,33,334.862285
6,34,268.276772
6,35,261.379117
6,36,258.346344
6,37,268.512964
6,38,315.926683
6,39,349.428541
6,40,522.201750
